0.13751,8.1634,-3.5239,-40.121,29.694,-14.796,-57.073,-19.241,0.053414
0.13721,8.1659,-3.5235,-40.088,29.684,-14.812,-57.136,-19.233,0.10732
0.13677,8.1716,-3.5227,-39.989,29.674,-14.846,-57.305,-19.236,0.16312
0.13684,8.1761,-3.522,-39.826,29.665,-14.885,-57.565,-19.25,0.21417
0.13758,8.1767,-3.5216,-39.603,29.656,-14.921,-57.902,-19.276,0.26049
0.1387,8.1735,-3.5215,-39.324,29.649,-14.949,-58.302,-19.31,0.30205
0.13974,8.1684,-3.5214,-38.995,29.642,-14.971,-58.755,-19.35,0.33877
0.1403,8.1641,-3.5214,-38.623,29.637,-14.987,-59.25,-19.39,0.37061
0.14031,8.1625,-3.5213,-38.214,29.632,-14.997,-59.776,-19.428,0.39757
0.13997,8.1635,-3.5212,-37.773,29.628,-14.998,-60.322,-19.465,0.41969
0.13961,8.1661,-3.5212,-37.304,29.625,-14.985,-60.877,-19.5,0.43699
0.1395,8.1684,-3.5214,-36.814,29.623,-14.953,-61.429,-19.536,0.44949
0.13973,8.1693,-3.5219,-36.306,29.621,-14.898,-61.969,-19.571,0.45715
0.1402,8.1685,-3.5224,-35.786,29.621,-14.819,-62.486,-19.605,0.45972
0.14067,8.1667,-3.523,-35.263,29.622,-14.721,-62.974,-19.639,0.4568
0.14096,8.1648,-3.5235,-34.745,29.624,-14.607,-63.427,-19.67,0.44832
0.14098,8.1634,-3.5239,-34.24,29.627,-14.484,-63.838,-19.699,0.43422
0.14078,8.1628,-3.5242,-33.756,29.632,-14.354,-64.203,-19.725,0.41443
0.14044,8.1626,-3.5244,-33.302,29.638,-14.22,-64.516,-19.747,0.38894
0.14006,8.1621,-3.5246,-32.885,29.645,-14.085,-64.771,-19.766,0.3577
0.13968,8.161,-3.5249,-32.512,29.653,-13.953,-64.964,-19.781,0.32066
0.13927,8.1592,-3.5251,-32.192,29.663,-13.825,-65.088,-19.791,0.27776
0.13877,8.157,-3.5254,-31.932,29.674,-13.706,-65.14,-19.795,0.22897
0.13814,8.1546,-3.5256,-31.741,29.686,-13.599,-65.113,-19.791,0.17426
0.13734,8.1524,-3.5258,-31.625,29.699,-13.507,-65.002,-19.78,0.11363
0.1364,8.1507,-3.5259,-31.59,29.712,-13.432,-64.808,-19.758,0.053596
0.13536,8.1508,-3.526,-31.626,29.723,-13.379,-64.554,-19.721,0.002267
0.13436,8.1529,-3.5259,-31.722,29.732,-13.347,-64.264,-19.671,-0.040174
0.13366,8.1563,-3.5259,-31.865,29.739,-13.335,-63.965,-19.608,-0.073675
0.13345,8.1597,-3.5258,-32.041,29.743,-13.342,-63.68,-19.532,-0.098227
