-5.3061,-2.9385,3.2107,-89.224,-24.842,-12.979,-70.809,16.27,14.852
-5.2997,-2.9269,3.2208,-54.21,-25.035,-8.6644,-107.65,15.4,15.598
-5.2913,-2.9108,3.2258,-60.112,-24.994,1.9114,-47.046,4.9748,15.093
-5.2808,-2.8967,3.233,-30.045,-25.104,11.705,-74.725,10.796,15.428
-5.2801,-2.8945,3.2332,-16.591,-25.206,9.4044,-84.315,9.0111,15.893
-5.2806,-2.8932,3.2335,-19.317,-25.19,11.06,-62.006,4.0399,15.775
-5.283,-2.8849,3.2378,-26.554,-25.013,28.062,-100.49,21.158,15.049
-5.2846,-2.8799,3.2395,-22.264,-25.045,34.966,-66.606,12.828,15.022
-5.2872,-2.8799,3.2623,-13.786,-25.037,44.229,0.046419,0.31392,14.795
-5.2842,-2.877,3.2652,-10.634,-25.04,43.182,-31.817,7.8559,14.805
-5.279,-2.8944,3.2717,-1.491,-25.095,37.205,0.057994,-4.7452,14.944
