0,0,0,-0.11464,0.18359,-0.9763,0,0,0,-0.45593,0.39721,-0.79646,0,0,0,-0.44582,0.26797,-0.85407,0,0,0,0.48004,-0.37149,-0.7947,0,0,0,0.13834,-0.83021,-0.54002,0,0,0,0.59976,-0.60365,-0.52525,0,0,0,-0.21633,-0.96847,-0.12354,0,0,0,0.3885,-0.91708,-0.089655,0,0,0,0.69951,-0.61046,-0.37152,0,0,0,-0.19765,0.044814,-0.97925,0,0,0,0.34647,-0.57733,-0.73936
-0.016406,0.0040787,-0.052733,0.036773,0.079969,-0.99612,-0.0085313,-0.0060246,-0.0061136,-0.44658,0.38702,-0.80671,-0.067647,-0.0056958,-0.042626,-0.23568,0.16022,-0.95853,-0.0048637,0.0073496,-0.0010166,0.47454,-0.36913,-0.7991,0.00051464,-0.0051578,-0.013884,0.29549,-0.77597,-0.55727,0.016577,-0.0050681,0.016334,0.55846,-0.67109,-0.4876,-0.013724,-0.0022321,-0.0076938,-0.17813,-0.96263,-0.20401,-0.00050629,-0.0031808,-0.014467,0.52985,-0.83685,-0.13762,-0.04775,-0.0014583,0.01053,0.63453,-0.57946,-0.51148,0.023411,-0.008129,0.040413,-0.29791,0.13051,-0.94563,0.02151,-0.0059005,-0.011976,0.38185,-0.60227,-0.70104
-0.018363,0.020608,-0.11056,0.14767,-0.0011641,-0.98904,-0.019948,-0.017888,-0.015949,-0.43305,0.37358,-0.82031,-0.11678,0.0097856,-0.1163,0.10661,0.022185,-0.99405,-0.009619,0.010449,0.0017468,0.46003,-0.37086,-0.80674,-0.0005354,-0.0072052,-0.029624,0.44092,-0.69357,-0.5697,0.041908,-0.010457,0.045047,0.45701,-0.78942,-0.40983,-0.032163,-0.005671,-0.0279,-0.074203,-0.95148,-0.29863,-0.0020933,-0.0027972,-0.030773,0.65077,-0.73779,-0.17936,-0.1246,0.0053066,0.031223,0.48113,-0.52567,-0.70155,0.059468,-0.025574,0.082975,-0.4094,0.20849,-0.88821,0.055352,-0.01218,-0.030868,0.44037,-0.62592,-0.64366
-0.014966,0.047015,-0.15391,0.19322,-0.04038,-0.98033,-0.031171,-0.036401,-0.028002,-0.41931,0.35963,-0.83358,-0.12151,0.037426,-0.14724,0.14259,0.0030014,-0.98978,-0.011457,0.0020962,0.012787,0.42845,-0.37949,-0.82001,-0.0015782,-0.0068234,-0.039039,0.51611,-0.63478,-0.57506,0.071151,-0.013331,0.08387,0.26243,-0.92614,-0.27091,-0.049879,-0.0084466,-0.060889,0.074548,-0.9252,-0.37207,-0.0042666,-0.00090998,-0.038407,0.66881,-0.71907,-0.18877,-0.22337,0.032076,0.063902,0.2665,-0.43793,-0.8586,0.097175,-0.05421,0.11441,-0.5063,0.25649,-0.82333,0.099579,-0.015047,-0.056062,0.5177,-0.63917,-0.56872
-0.014118,0.083343,-0.17906,0.21331,-0.043783,-0.976,-0.039272,-0.061738,-0.040355,-0.40973,0.34755,-0.8434,-0.12018,0.055702,-0.17579,0.17427,-0.023136,-0.98443,-0.0057439,-0.022112,0.036071,0.37527,-0.39766,-0.83728,-0.00089015,-0.0070498,-0.038209,0.52009,-0.6268,-0.5802,0.098724,-0.012938,0.12856,-0.0027699,-0.99588,-0.090586,-0.061321,-0.0085319,-0.10416,0.23428,-0.88415,-0.40421,-0.0073844,0.00080289,-0.045217,0.68171,-0.70348,-0.20097,-0.33037,0.089362,0.1073,0.076409,-0.33836,-0.93791,0.12579,-0.096787,0.12784,-0.57884,0.2631,-0.77183,0.1526,-0.01059,-0.08696,0.60743,-0.63439,-0.47809
-0.017423,0.13034,-0.17419,0.17681,-0.0026495,-0.98424,-0.042415,-0.092582,-0.050892,-0.40779,0.33839,-0.84805,-0.11217,0.06018,-0.2067,0.20598,-0.061006,-0.97665,0.013388,-0.061034,0.072669,0.30109,-0.43017,-0.85106,0.00208,-0.0079141,-0.032954,0.49359,-0.6494,-0.57849,0.11985,-0.011036,0.17315,-0.22062,-0.9741,0.049596,-0.063017,-0.0049235,-0.14995,0.372,-0.83787,-0.39948,-0.01152,0.0025704,-0.051978,0.6912,-0.68951,-0.21637,-0.42727,0.18039,0.15668,-0.046206,-0.25242,-0.96651,0.13853,-0.15751,0.11861,-0.61551,0.2183,-0.7573,0.21359,0.0050317,-0.12242,0.70224,-0.60571,-0.37414
-0.015312,0.19061,-0.12825,0.065752,0.084238,-0.99427,-0.039377,-0.12673,-0.057705,-0.41642,0.33284,-0.84606,-0.094683,0.048648,-0.24475,0.24377,-0.11769,-0.96267,0.05014,-0.10964,0.11953,0.20938,-0.48644,-0.84826,0.0069903,-0.0084792,-0.030607,0.48011,-0.67116,-0.56484,0.13137,-0.0103,0.21252,-0.33831,-0.93441,0.11147,-0.053137,0.0012631,-0.18986,0.48046,-0.79728,-0.36538,-0.016825,0.0045863,-0.059502,0.69795,-0.67638,-0.23532,-0.49683,0.29835,0.20604,-0.11435,-0.18489,-0.97608,0.13419,-0.24256,0.075483,-0.56577,0.095087,-0.81906,0.28214,0.036039,-0.16036,0.79501,-0.54906,-0.25785
0.010847,0.20049,-0.054157,-0.098517,0.19644,-0.97555,-0.0308,-0.16108,-0.060083,-0.43593,0.3286,-0.83785,-0.062674,0.022035,-0.29224,0.2963,-0.19565,-0.93484,0.10357,-0.16039,0.16982,0.11246,-0.57741,-0.80867,0.0105,-0.0077415,-0.037716,0.51525,-0.65805,-0.54909,0.13276,-0.012879,0.24174,-0.36353,-0.9255,0.10626,-0.034121,0.0075699,-0.21523,0.54576,-0.77903,-0.30863,-0.02355,0.0072039,-0.068593,0.70318,-0.66245,-0.25825,-0.52925,0.42833,0.25048,-0.15311,-0.13111,-0.97947,0.13411,-0.33914,-0.030465,-0.21045,-0.17749,-0.96136,0.33694,0.07703,-0.19561,0.84436,-0.50604,-0.17598
0.065169,0.19491,0.032291,-0.2858,0.3155,-0.90486,-0.017993,-0.19234,-0.057902,-0.46507,0.32386,-0.82391,-0.0080713,-0.016974,-0.34812,0.37339,-0.29063,-0.88097,0.16939,-0.20666,0.21679,0.047568,-0.70569,-0.70692,0.0094516,-0.0034958,-0.056996,0.58617,-0.60472,-0.53918,0.12438,-0.01864,0.25721,-0.29943,-0.95341,0.03675,-0.0099142,0.012118,-0.21548,0.5129,-0.8312,-0.21456,-0.032135,0.010884,-0.080002,0.70758,-0.64635,-0.28559,-0.52707,0.49745,0.28214,-0.15558,-0.056483,-0.98621,0.1884,-0.39572,-0.15147,0.023405,-0.41064,-0.9115,0.31441,0.10516,-0.22157,0.80653,-0.53282,-0.25613
0.14184,0.19281,0.10723,-0.46002,0.40199,-0.7917,-0.0033546,-0.21793,-0.052432,-0.49995,0.31588,-0.80639,0.073977,-0.060575,-0.40389,0.48145,-0.37473,-0.79233,0.24229,-0.24207,0.25641,0.064936,-0.84547,-0.53005,0.003277,0.0042843,-0.078025,0.60836,-0.5804,-0.54133,0.10823,-0.023137,0.26148,-0.2171,-0.9728,-0.08084,0.012781,0.018129,-0.18907,0.32217,-0.94421,-0.06836,-0.043284,0.016033,-0.094119,0.71068,-0.62754,-0.31799,-0.52274,0.4732,0.30092,-0.15869,0.0027987,-0.98733,0.27284,-0.41592,-0.29365,0.33646,-0.56686,-0.75197,0.28979,0.13691,-0.25121,0.78951,-0.52621,-0.31588
