0,0,0,-0.51966,0.71794,-0.46317,0,0,0,-0.36698,0.6594,-0.65613,0,0,0,-0.80092,0.59657,0.051293,0,0,0,-0.46041,0.74253,-0.48649,0,0,0,-0.87609,0.44301,0.19028,0,0,0,-0.89881,0.32974,0.2888,0,0,0,-0.86601,0.44174,0.2343,0,0,0,-0.89414,0.29758,0.33459,0,0,0,-0.90273,0.33431,0.27078,0,0,0,-0.75996,0.58627,0.28062,0,0,0,-0.88687,0.31957,0.33367
-0.0018123,0.00048232,-0.0014854,-0.51386,0.71805,-0.46942,0.0085565,-0.0059615,0.0035953,-0.39666,0.66908,-0.62848,-0.0060658,-0.004749,0.001402,-0.79463,0.60615,0.033752,0.01043,-0.001763,0.0066328,-0.50812,0.73391,-0.45077,0.0023022,0.00089983,-0.00036198,-0.87671,0.44009,0.19418,-0.00091131,-0.0028369,0.00018043,-0.89811,0.33464,0.28533,0.0021524,0.0092636,0.0049311,-0.875,0.41705,0.24586,0.00031143,-0.0030212,0.0033481,-0.89509,0.30104,0.32893,-0.00098711,-0.0095726,0.0038166,-0.90135,0.34714,0.25898,0.0021192,0.0032326,0.0031457,-0.77312,0.56614,0.28595,0.00018978,-0.0082415,-0.0016064,-0.88178,0.33715,0.32984
-0.0049057,0.0013133,-0.0037608,-0.50542,0.7173,-0.47961,0.02271,-0.015477,0.0093011,-0.44077,0.68386,-0.58143,-0.016323,-0.012421,0.0032956,-0.78434,0.62029,0.0069165,0.027652,-0.0043108,0.016933,-0.57274,0.72033,-0.39128,0.0060594,0.0023923,-0.00081777,-0.87805,0.43459,0.20041,-0.0024726,-0.0075373,0.00041996,-0.89686,0.34182,0.28073,0.0058698,0.024565,0.012019,-0.8846,0.38734,0.2597,0.00067687,-0.0081264,0.0086121,-0.8963,0.30533,0.32159,-0.0028143,-0.025329,0.0089991,-0.89824,0.36522,0.24449,0.0055532,0.0086749,0.0081644,-0.79046,0.53818,0.29246,0.00044734,-0.021564,-0.0050555,-0.87235,0.36216,0.3284
-0.0093401,0.0025126,-0.0067535,-0.49448,0.71534,-0.49373,0.042369,-0.027905,0.016591,-0.49491,0.70042,-0.51428,-0.030934,-0.022713,0.0051886,-0.76937,0.63814,-0.029082,0.051342,-0.0071256,0.02999,-0.64249,0.70026,-0.3112,0.011211,0.004455,-0.0013074,-0.88004,0.4265,0.20885,-0.004734,-0.01409,0.00064195,-0.89498,0.351,0.27534,0.011148,0.045618,0.020188,-0.89251,0.35831,0.27394,0.0010273,-0.015365,0.01553,-0.89762,0.3099,0.31342,-0.0055743,-0.046974,0.014221,-0.89256,0.38794,0.22987,0.010226,0.016447,0.014789,-0.80923,0.50557,0.29925,0.00076836,-0.039441,-0.011359,-0.85662,0.39453,0.33249
-0.015173,0.0041077,-0.010451,-0.48086,0.71186,-0.51189,0.067276,-0.042359,0.024738,-0.55421,0.71379,-0.42819,-0.050026,-0.035209,0.0064514,-0.74841,0.659,-0.074834,0.080871,-0.0096594,0.044718,-0.70735,0.67252,-0.21766,0.017673,0.0070625,-0.0017969,-0.88259,0.41589,0.21925,-0.0077542,-0.022484,0.00074082,-0.89239,0.36212,0.26929,0.017923,0.071876,0.028227,-0.89768,0.33367,0.2878,0.0013167,-0.024769,0.02382,-0.89896,0.3144,0.30501,-0.0092606,-0.073888,0.017737,-0.88312,0.41571,0.21746,0.016049,0.026687,0.022682,-0.8275,0.47082,0.30591,0.0011632,-0.060959,-0.021836,-0.83113,0.43584,0.34535
-0.02246,0.0061376,-0.014893,-0.46421,0.70652,-0.53417,0.096813,-0.057773,0.032904,-0.61368,0.71841,-0.32753,-0.073603,-0.049362,0.0063215,-0.71944,0.68201,-0.13142,0.11523,-0.011502,0.059999,-0.76124,0.63726,-0.12004,0.025345,0.010182,-0.0022682,-0.88557,0.40282,0.23131,-0.011601,-0.032701,0.0005789,-0.88893,0.37527,0.26263,0.026058,0.10247,0.03489,-0.9,0.31536,0.30091,0.0015289,-0.036346,0.033165,-0.90023,0.3186,0.29679,-0.013704,-0.10484,0.017366,-0.86815,0.44971,0.20994,0.022909,0.039512,0.03145,-0.84411,0.43582,0.3123,0.0016549,-0.08463,-0.037924,-0.78984,0.48861,0.37068
-0.03125,0.0086547,-0.020165,-0.44404,0.6989,-0.56069,0.12983,-0.073072,0.040311,-0.66931,0.70965,-0.22004,-0.10146,-0.064484,0.0039192,-0.67953,0.70576,-0.20034,0.15303,-0.012565,0.07488,-0.80278,0.59567,-0.026981,0.034115,0.013765,-0.0027143,-0.88885,0.38738,0.24471,-0.016348,-0.044709,-1.6278e-05,-0.88443,0.39062,0.25535,0.035319,0.13616,0.03905,-0.89989,0.30382,0.31286,0.0016868,-0.050083,0.043206,-0.90136,0.32232,0.28923,-0.018493,-0.13763,0.010719,-0.84488,0.4917,0.21075,0.030671,0.054979,0.040664,-0.85852,0.40192,0.31845,0.003333,-0.10293,-0.056361,-0.75096,0.52996,0.39395
-0.041578,0.011726,-0.026401,-0.41977,0.68844,-0.59148,0.1646,-0.087469,0.046456,-0.71918,0.68522,-0.11513,-0.13306,-0.07972,-0.0017268,-0.62444,0.72783,-0.28343,0.19268,-0.013246,0.088763,-0.83395,0.54899,0.056003,0.043864,0.017747,-0.0031322,-0.89228,0.36968,0.25917,-0.022074,-0.058449,-0.0012553,-0.87863,0.40841,0.2474,0.04533,0.17144,0.0399,-0.89813,0.29818,0.3232,0.0018592,-0.065932,0.053533,-0.90228,0.32541,0.28284,-0.022912,-0.16906,-0.0038691,-0.80919,0.54319,0.22397,0.039173,0.073064,0.049883,-0.87059,0.3699,0.32442,0.0055598,-0.11689,-0.073593,-0.7238,0.55211,0.41388
-0.053463,0.015433,-0.03378,-0.39073,0.67441,-0.62649,0.19905,-0.1009,0.051333,-0.76344,0.64554,-0.020924,-0.16744,-0.094019,-0.011635,-0.54805,0.74386,-0.3825,0.23276,-0.014535,0.10151,-0.85776,0.49805,0.12728,0.054476,0.022036,-0.0035164,-0.89572,0.34981,0.27445,-0.028853,-0.073826,-0.0033898,-0.87118,0.429,0.23876,0.055553,0.20665,0.03713,-0.89568,0.2965,0.33141,0.0021652,-0.083799,0.06369,-0.90287,0.32773,0.27823,-0.024972,-0.19338,-0.023828,-0.76778,0.58983,0.25021,0.048228,0.093646,0.058682,-0.8805,0.34004,0.33028,0.0075674,-0.12962,-0.090923,-0.69657,0.57014,0.43558
-0.066891,0.019874,-0.042535,-0.35615,0.65593,-0.66551,0.23133,-0.1144,0.055512,-0.80306,0.59304,0.058275,-0.20299,-0.10609,-0.026773,-0.44212,0.74599,-0.49803,0.27247,-0.017951,0.11337,-0.87617,0.44346,0.18884,0.065841,0.026516,-0.0038529,-0.89899,0.32789,0.29036,-0.036745,-0.090695,-0.0067145,-0.86157,0.45286,0.22939,0.065292,0.24019,0.031053,-0.89372,0.29602,0.3371,0.0027751,-0.10353,0.073173,-0.903,0.32915,0.27615,-0.023617,-0.20657,-0.039726,-0.7546,0.5943,0.27817,0.057624,0.11651,0.06668,-0.88857,0.31225,0.33606,0.0095004,-0.1414,-0.10829,-0.66768,0.58665,0.4583
