0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.0013062,0.0052582,-0.0020667,-0.00014243,-0.00083038,-0.00033462
-0.0058866,0.030656,-0.014517,0.001182,9.6299e-05,0.0027057
-0.011842,0.05937,-0.031588,0.0044493,-0.00041057,0.010068
-0.019367,0.085999,-0.050385,0.0083719,-0.004095,0.01866
-0.028917,0.11028,-0.0704,0.012714,-0.011448,0.027792
-0.040622,0.13194,-0.091269,0.0175,-0.022323,0.03729
-0.054521,0.1507,-0.11264,0.022691,-0.036455,0.046805
-0.070516,0.16629,-0.13417,0.02824,-0.053481,0.055972
-0.088343,0.17845,-0.15561,0.034067,-0.073005,0.064394
-0.10572,0.18518,-0.17733,0.040598,-0.088223,0.073943
-0.11721,0.18275,-0.20162,0.046899,-0.079629,0.086976
-0.12717,0.17784,-0.22649,0.049615,-0.064068,0.094173
-0.13705,0.17176,-0.25103,1.7825,0.053836,-0.8972
-0.1461,0.16516,-0.27292,1.7819,0.038483,-0.89957
-0.14468,0.1667,-0.27376,1.7919,0.037257,-0.88202
-0.14331,0.16828,-0.27339,1.795,0.035234,-0.87648
-0.14216,0.16938,-0.27281,1.7957,0.033323,-0.87532
-0.14105,0.17009,-0.27209,1.796,0.031872,-0.87484
-0.14007,0.17075,-0.27126,1.7962,0.03059,-0.8746
-0.13914,0.17135,-0.27037,1.7963,0.029462,-0.87453
-0.13906,0.17135,-0.26716,1.7964,0.035213,-0.87384
-0.14172,0.16979,-0.25518,1.7974,0.065142,-0.869
-0.14393,0.16877,-0.24194,1.7983,0.097402,-0.8619
-0.14538,0.1685,-0.22944,1.7978,0.12637,-0.85608
-0.1464,0.16861,-0.21732,1.7957,0.15303,-0.85201
-0.14716,0.16886,-0.20539,0.041431,-0.17206,0.051339
-0.14772,0.16907,-0.19357,0.045902,-0.19609,0.050025
-0.14812,0.16913,-0.18181,0.0514,-0.21934,0.04974
-0.14835,0.16895,-0.17009,0.05788,-0.24204,0.050371
-0.14793,0.17012,-0.1614,0.063706,-0.25545,0.05394
-0.14618,0.17659,-0.16424,0.062947,-0.23774,0.062194
-0.14422,0.18215,-0.1697,0.058576,-0.21672,0.064571
-0.14223,0.18581,-0.17503,0.053953,-0.1987,0.064179
-0.14025,0.18816,-0.18029,0.049905,-0.18265,0.063333
-0.13833,0.18957,-0.18545,0.046496,-0.16791,0.062611
-0.1365,0.1903,-0.19052,0.043639,-0.15405,0.062139
-0.13475,0.19055,-0.19551,0.041232,-0.14077,0.061906
-0.13304,0.19044,-0.20043,0.03919,-0.12789,0.061862
-0.13139,0.19004,-0.20528,0.037462,-0.11526,0.061983
-0.12978,0.18943,-0.21009,0.036017,-0.10278,0.062257
-0.12859,0.18682,-0.21729,0.035489,-0.087134,0.064567
-0.12916,0.17785,-0.23431,1.7966,0.063246,-0.87077
-0.13028,0.16829,-0.25375,1.795,0.026968,-0.87692
-0.13125,0.15976,-0.27187,1.793,-0.011458,-0.88094
-0.12255,0.15775,-0.27265,1.8004,-0.041965,-0.86542
-0.11356,0.15569,-0.27258,1.8011,-0.074055,-0.85983
-0.10466,0.15298,-0.27246,1.7988,-0.10659,-0.85762
-0.095905,0.1496,-0.27222,1.7951,-0.13907,-0.8557
-0.08733,0.14572,-0.27183,0.043358,0.17746,0.055327
-0.079955,0.14321,-0.26872,0.044903,0.19768,0.050052
-0.077043,0.14754,-0.25531,0.033012,0.17306,0.036599
-0.075832,0.15314,-0.23908,0.021612,0.13854,0.025277
-0.075293,0.15808,-0.22248,0.013161,0.10415,0.016869
-0.075322,0.16226,-0.20557,0.0070276,0.069738,0.010387
-0.075818,0.16561,-0.18842,0.003013,0.035232,0.0055853
-0.076662,0.16803,-0.17112,0.001068,0.00055739,0.0024488
-0.077724,0.16948,-0.15376,0.001208,-0.034347,0.001033
-0.078859,0.16991,-0.13644,0.0035004,-0.069526,0.0014393
-0.079902,0.16933,-0.11927,0.0080524,-0.105,0.0037914
-0.080665,0.16775,-0.10237,0.015004,-0.14073,0.0082232
-0.075255,0.16657,-0.089533,0.024115,-0.1525,0.023678
-0.050932,0.16663,-0.08956,0.028435,-0.077944,0.052644
-0.024774,0.15978,-0.09304,0.021891,0.015182,0.046783
-0.0016769,0.14652,-0.097138,0.016416,0.10635,0.023338
0.017996,0.12845,-0.1017,0.017735,0.19515,-0.0059224
0.033815,0.10679,-0.10641,0.02709,0.28125,-0.037395
0.045576,0.0825,-0.1111,0.0445,0.36432,-0.069883
0.053166,0.056349,-0.11568,0.069646,0.44397,-0.10291
0.056507,0.029052,-0.12008,0.10211,0.5197,-0.13612
0.052236,0.0023832,-0.11721,0.1313,0.58133,-0.17911
0.031712,-0.021671,-0.085466,0.13594,0.61186,-0.25974
0.0046871,-0.039819,-0.043562,0.13018,0.61846,-0.35105
-0.025989,-0.057471,-0.0025595,0.13099,0.61952,-0.44661
-0.062355,-0.073543,0.035554,0.13819,0.61145,-0.55206
-0.10528,-0.088105,0.067087,0.15542,0.59301,-0.66748
-0.15415,-0.10152,0.087299,0.18664,0.5636,-0.78952
-0.2035,-0.11299,0.092229,0.22826,0.52893,-0.89824
-0.23631,-0.11744,0.087972,0.23801,0.51127,-0.92895
-0.26528,-0.11895,0.083235,0.24732,0.49256,-0.95763
-0.2912,-0.11828,0.078285,0.25873,0.47566,-0.98507
-0.31553,-0.11598,0.072838,0.27224,0.46,-1.0119
-0.34156,-0.11279,0.065722,0.28841,0.44291,-1.0405
-0.36565,-0.10811,0.058294,0.30463,0.42573,-1.0672
-0.38697,-0.10205,0.051087,0.32049,0.40974,-1.0911
-0.40587,-0.094897,0.044239,0.33601,0.39517,-1.1123
-0.42263,-0.08688,0.037798,0.35105,0.38201,-1.1313
-0.43767,-0.081229,0.030845,0.3669,0.37303,-1.1478
-0.45095,-0.078851,0.0235,0.37944,0.36366,-1.1613
-0.46249,-0.076421,0.016802,0.38879,0.3529,-1.1728
-0.47207,-0.074101,0.010927,0.39628,0.34306,-1.1822
-0.47802,-0.07234,0.0068795,0.39909,0.33865,-1.186
