-0.22782,1.5705,-2.6272,-39.527,85.571,35.617,-67.748,-24.157,-1.1102
-0.22772,1.5703,-2.6272,-39.528,85.572,35.617,-67.753,-24.149,-1.1154
-0.22744,1.5692,-2.6274,-39.532,85.574,35.617,-67.771,-24.126,-1.1213
-0.22708,1.5675,-2.6278,-39.54,85.576,35.615,-67.801,-24.091,-1.1273
-0.22678,1.5658,-2.6281,-39.551,85.578,35.612,-67.843,-24.043,-1.1335
-0.22658,1.5645,-2.6286,-39.564,85.581,35.608,-67.898,-23.985,-1.1397
-0.22649,1.5639,-2.629,-39.581,85.584,35.604,-67.965,-23.917,-1.1461
-0.22649,1.564,-2.6294,-39.599,85.587,35.599,-68.045,-23.841,-1.1524
-0.22653,1.5647,-2.6299,-39.619,85.59,35.595,-68.138,-23.757,-1.1588
-0.22656,1.5658,-2.6302,-39.64,85.592,35.591,-68.243,-23.665,-1.1652
-0.22653,1.5669,-2.6305,-39.662,85.595,35.588,-68.36,-23.567,-1.1715
-0.22644,1.5679,-2.6308,-39.686,85.597,35.586,-68.49,-23.463,-1.1778
-0.22628,1.5683,-2.631,-39.712,85.599,35.585,-68.631,-23.354,-1.184
-0.22608,1.5683,-2.6311,-39.74,85.601,35.584,-68.783,-23.239,-1.1902
-0.22588,1.5679,-2.6312,-39.77,85.602,35.582,-68.947,-23.12,-1.1965
-0.22571,1.5672,-2.6312,-39.803,85.604,35.58,-69.123,-22.997,-1.2028
-0.2256,1.5664,-2.6312,-39.839,85.606,35.578,-69.309,-22.87,-1.2091
-0.22556,1.5658,-2.6313,-39.878,85.609,35.576,-69.506,-22.74,-1.2156
-0.22558,1.5655,-2.6313,-39.92,85.611,35.573,-69.715,-22.608,-1.222
-0.22565,1.5655,-2.6313,-39.965,85.613,35.57,-69.934,-22.472,-1.2285
-0.22574,1.5658,-2.6314,-40.012,85.615,35.567,-70.165,-22.335,-1.235
-0.22582,1.5663,-2.6314,-40.061,85.617,35.565,-70.406,-22.195,-1.2415
-0.22587,1.5668,-2.6315,-40.114,85.619,35.563,-70.658,-22.054,-1.248
-0.22588,1.5672,-2.6315,-40.169,85.621,35.561,-70.92,-21.911,-1.2545
-0.22586,1.5675,-2.6315,-40.227,85.623,35.56,-71.192,-21.766,-1.261
-0.22581,1.5675,-2.6315,-40.288,85.624,35.559,-71.474,-21.62,-1.2675
-0.22574,1.5673,-2.6315,-40.354,85.626,35.557,-71.765,-21.472,-1.2741
-0.22569,1.567,-2.6315,-40.422,85.627,35.556,-72.066,-21.323,-1.2806
-0.22566,1.5667,-2.6315,-40.495,85.629,35.555,-72.376,-21.173,-1.2873
-0.22565,1.5665,-2.6315,-40.572,85.631,35.553,-72.694,-21.023,-1.2939
-0.22567,1.5663,-2.6315,-40.653,85.632,35.551,-73.022,-20.871,-1.3006
